	DrugBank_ID	Accession_Numbers	Common_name	Synonyms	Source	Source_Date	Download_Date
13417	DB15515		Influenza A virus A/Brisbane/02/2018 IVR-190 (H1N1) antigen (formaldehyde inactivated)		DrugBank	20210103	20210909
13418	DB15516		Influenza A virus A/Kansas/14/2017 X-327 (H3N2) antigen (formaldehyde inactivated)		DrugBank	20210103	20210909
13419	DB15517		Influenza A virus A/Brisbane/02/2018 (H1N1) recombinant hemagglutinin antigen		DrugBank	20210103	20210909
13420	DB15518		Influenza A virus A/Kansas/14/2017 (H3N2) recombinant hemagglutinin antigen		DrugBank	20210103	20210909
13421	DB15519		Influenza A virus A/Brisbane/02/2018 IVR-190 (H1N1) antigen (UV, formaldehyde inactivated)		DrugBank	20210103	20210909
13422	DB15520		Influenza A virus A/Kansas/14/2017 X-327 (H3N2) antigen (UV, formaldehyde inactivated)		DrugBank	20210103	20210909
13423	DB15521		Cyd dengue virus serotype 1 live (attenuated) antigen		DrugBank	20210103	20210909
13424	DB15522		Cyd dengue virus serotype 2 live (attenuated) antigen		DrugBank	20210103	20210909
13425	DB15523		Cyd dengue virus serotype 3 live (attenuated) antigen		DrugBank	20210103	20210909
13426	DB15524		Cyd dengue virus serotype 4 live (attenuated) antigen		DrugBank	20210103	20210909
13427	DB15525		Mucor circinelloides f. lusitanicus	Molds, rusts and smuts, mucor circinelloides f. lusitanicus | Mucor circinelloides f. lusitanicus | Mucor circinelloides f. lusitanicus whole | Mucor circinelloides forma lusitanicus | Mucor griseolilacinus | Mucor jauchae | Mucor lusitanicus | Mucor racemosus var. lusitanicus | Mucor zeicolus | Rhizomucor circinelloides f. lusitanicus	DrugBank	20210103	20210909
13428	DB15526		Eurotium amstelodami	AE-aspergillus amsterdami | Aspergillus amstelodami | Aspergillus vitis | Eurotium amstelodami | Eurotium amstelodami whole | Eurotium vitis | Molds, rusts and smuts, aspergillus amsterdami	DrugBank	20210103	20210909
13429	DB15527		Umirolimus	42-O-(2-ethoxyethyl) rapamycin | Biolimus A9 | Umirolimus	DrugBank	20210103	20210909
13430	DB15528		Onasemnogene abeparvovec	Onasemnogene abeparvovec | onasemnogene abeparvovec-xioi	DrugBank	20210103	20210909
13431	DB15529		Leucanthemum vulgare pollen	AE-daisy, ox-eye, pollen | Chrysanthemum leucanthemum pollen | Leucanthemum leucanthemum pollen | Leucanthemum vulgare pollen | Ox-eye daisy pollen | Oxeye daisy pollen	DrugBank	20210103	20210909
13432	DB15530		Trifolium pratense pollen		DrugBank	20210103	20210909
13433	DB15531		Silk sericin	Sericin | Sericin (from silkworm) | Sericin (silkworm) | Silk sericins	DrugBank	20210103	20210909
13434	DB15532		Madecassoside	Asiaticoside A | Redermic	DrugBank	20210103	20210909
13435	DB15533		Calcium sulfate	Anhydrous gypsum | Calcium sulfate, anhydrous | Calcium sulphate	DrugBank	20210103	20210909
13436	DB15534		Colchiceine	O-Demethylcolchicine | O10-Demethylcolchicine	DrugBank	20210103	20210909
13437	DB15535		Cuprous chloride	Copper monochloride | Copper(1+) chloride | Dicopper dichloride	DrugBank	20210103	20210909
13438	DB15536		Ferric chloride	Ferric chloride, anhydrous | Iron (III) chloride | Iron chloride | Iron perchloride	DrugBank	20210103	20210909
13439	DB15537		Eucalyptus gum	Eucalyptus | Eucalyptus globulus resin | Eucalyptus gum | Eucalyptus kino | Kino australiensis | Kino, eucalyptus | Red gum | Resins, eucalyptus	DrugBank	20210103	20210909
13440	DB15538		Sea scallop	Placopecten magellanicus flesh | Placopecten magellanicus muscle | Scallop (placopecten magellanicus) | Sea scallop | Sea scallop flesh	DrugBank	20210103	20210909
13441	DB15539		Northern brown shrimp	Farfantepenaeus aztecus flesh | Farfantepenaeus aztecus muscle | Northern brown shrimp | Penaeus aztecus flesh | Penaeus brasiliensis aztecus flesh | Red shrimp | Redtail shrimp | Shrimp (farfantepenaeus aztecus)	DrugBank	20210103	20210909
13442	DB15540		Rainbow trout	Baja california rainbow trout | Coast angel trout | Coast rainbow trout | Fario gairdneri flesh | Kamchatka steelhead | Kamchatka trout | Kamloops trout | Oncorhynchus mykiss flesh | Oncorhynchus mykiss muscle | Rainbow trout | Rainbow trout flesh | Salmo gairdneri flesh | Salmo gairdnerii flesh | Salmo gilberti flesh | Salmo iridea flesh | Salmo irideus flesh | Salmo kamloops flesh | Salmo masoni flesh | Salmo mykiss flesh | Salmo nelsoni flesh | Salmo penshinensis flesh | Salmo purpuratus flesh | Salmo truncatus flesh | Steelhead | Steelhead trout | Trout, rainbow | Trutta iridea flesh	DrugBank	20210103	20210909
13443	DB15541		Yellowfin tuna	Allison tuna | Allison's tuna | Atlantic yellowfin tuna | Autumn albacore | Germo albacares flesh | Germo albacora flesh | Germo allisoni flesh | Germo argentivittatus flesh | Germo itosibi flesh | Germo macropterus flesh | Kishincella zacalles flesh | Kishinoella zacalles flesh | Long fin tunny | Neothunnus albacares flesh | Neothunnus albacora flesh | Neothunnus allisoni flesh | Neothunnus argentivittatus flesh | Neothunnus brevipinna flesh | Neothunnus catalinae flesh | Neothunnus itosibi flesh | Neothunnus macropterus flesh | Orcynus albacora flesh | Orcynus macropterus flesh | Orcynus subulatus flesh | Pacific long-tailed tuna | Scomber albacares flesh | Scomber albacorus flesh | Scomber sloanei flesh | Semathunnus guildi flesh | Semathunnus itosibi flesh | Thunnus albacares flesh | Thunnus albacares muscle | Thunnus albacarres flesh | Thunnus albacora flesh | Thunnus albacores flesh | Thunnus allisoni flesh | Thunnus argentivittatus flesh | Thunnus catalinae flesh | Thunnus itosibi flesh | Thunnus macropterus flesh | Thunnus zacalles flesh | Thunus albacares flesh | Thynnus albacora flesh | Thynnus argentivittatus flesh | Thynnus macropterus flesh | Tuna (thunnus albacares) | Yellow-fin tuna fish | Yellowfin tuna | Yellowfin tuna flesh | Yellowfin tunny | Yellowfinned albacore	DrugBank	20210103	20210909
13444	DB15542		Atlantic mackerel	AE-mackeral | Atlantic mackerel | Atlantic mackerel flesh | Fish, mackerel, atlantic, raw | Mackerel (scomber scombrus) | Mackerel allergenic extract | Mackerel,atlantic,raw | Scomber glauciscus flesh | Scomber scomber flesh | Scomber scombrus flesh | Scomber scombrus muscle | Scomber scriptus flesh | Scomber vernalis flesh | Scomber vulgaris flesh	DrugBank	20210103	20210909
13445	DB15543		Pacific ocean perch	Longjaw rockfish | Ocean perch (sebastes alutus) | Pacific ocean perch | Pacific ocean perch flesh | Sebastes alutus flesh | Sebastes alutus muscle | Sebastichthys alutus flesh | Sebastodes alutus flesh	DrugBank	20210103	20210909
13446	DB15544		Myristica fragrans fruit	Mace fruit | Myristica aromatica fruit | Myristica fragrans fruit | Myristica moschata fruit | Myristica officinalis fruit | Nutmeg fruit	DrugBank	20210103	20210909
13447	DB15545		Pisum sativum whole	Garden pea whole | Lathyrus oleraceus whole | Pisum abyssinicum whole | Pisum album whole | Pisum arvense whole | Pisum biflorum whole | Pisum elatius whole | Pisum leptolobum whole | Pisum quadratum whole | Pisum ramulare whole | Pisum saccharatum whole | Pisum sativum l. | Pisum sativum whole | Pisum thebaicum whole | Pisum umbellatum whole | Pisum vulgare whole	DrugBank	20210103	20210909
13448	DB15546		Skim milk	Bos taurus milk, fat removed | Cow milk defatted | Cow milk, fat removed | Cow milk, skim | Cow's milk, fat removed | Lac defloratum | Milk powder | Milk solids | Milk, pasteurized, defatted | Milk,concentrated sweet skim | Milk,nonfat | Milk,nonfat dry | Milk,processed nonfat dry | Nonfat dry milk | Nonfat milk | Skim milk | Skim milk, cow	DrugBank	20210103	20210909
13449	DB15547		Black sea bass	Black sea bass | Black sea bass flesh | Blackfish | Centropristis melana flesh | Centropristis melanus flesh | Centropristis striata flesh | Centropristis striata muscle | Labrus striatus flesh | Sea bass (centropristis striata)	DrugBank	20210103	20210909
13450	DB15548		Channel catfish	Catfish (ictalurus punctatus) | Catfish,channel,farmed,raw | Catfish,channel,wild,raw | Channel catfish | Channel catfish flesh | Fish, catfish, channel, farmed, raw | Fish, catfish, channel, wild, raw | Graceful catfish | Graceful catfish flesh | Ictalurus punctatus flesh | Ictalurus punctatus muscle | Lake catfish | Silurus punctatus flesh | Spotted cat	DrugBank	20210103	20210909
13451	DB15549		Atlantic halibut	AE-halibut | Atlantic halibut | Atlantic halibut flesh | Atlantic halibut preparation | Halibut (hippoglossus hippoglossus) | Hippoglossus americanus flesh | Hippoglossus gigas flesh | Hippoglossus hippoglossus flesh | Hippoglossus hippoglossus muscle | Hippoglossus linnei flesh | Hippoglossus maximus flesh | Hippoglossus vulgaris flesh | Pleuronectes hippoglossus flesh	DrugBank	20210103	20210909
13452	DB15550		Pradefovir	Pradefovir	DrugBank	20210103	20210909
13453	DB15551		Leptazoline A		DrugBank	20210103	20210909
13454	DB15552		Leptazoline B		DrugBank	20210103	20210909
13455	DB15553		Leptazoline C		DrugBank	20210103	20210909
13456	DB15554		Leptazoline D		DrugBank	20210103	20210909
13457	DB15555		Magnesium malate		DrugBank	20210103	20210909
13458	DB15556		Zinc glycinate citrate		DrugBank	20210103	20210909
13459	DB15557		24-Homo-1,25-dihydroxyvitamin D3	24-Homo-calcitriol	DrugBank	20210103	20210909
13460	DB15558		Imalumab	Immunoglobulin g1-kappa, anti-(homo sapiens mif (macrophage migration inhibitory factor, glycosylation-inhibiting factor, glif, gif)), homo sapiens monoclonal antibody	DrugBank	20210103	20210909
13461	DB15559		Zenocutuzumab	Immunoglobulin g1, bispecific, anti-(human epidermal growth factor receptors, her2 and her3) (humanized clone mcla-128 .gamma.1-chain), disulfide with humanized clone mcla-128 light chain, dimer | Mcla-128 (igg1 bispecific antibody with enhanced antibody-dependent cell-mediated cytotoxicity (adcc) activity targeting her2 and her3 receptors.) | Zenocutuzumab	DrugBank	20210103	20210909
13462	DB15560		Reloxaliase	Oxalate decarboxylase (bacillus subtilis (strain 168)) | Reloxaliase	DrugBank	20210103	20210909
13463	DB15561		Valoctocogene roxaparvovec	DNA (synthetic adeno-associated virus 5 vector BMN 270 human blood-coagulation factor VIII SQ variant-specifying) | Valoctocogene roxaparvovec	DrugBank	20210103	20210909
13464	DB15562		Influenza A virus A/North carolina/04/2016 (H3N2) hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)		DrugBank	20210103	20210909
13465	DB15563		Influenza B virus B/Iowa/06/2017 hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)		DrugBank	20210103	20210909
13466	DB15564		Influenza B virus B/Singapore/INFTT-16-0610/2016 hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)		DrugBank	20210103	20210909
13467	DB15565		Cilazaprilat	Cilazaprilat | Cilazaprilate | Cilazaprilatum	DrugBank	20210103	20210909
13468	DB15566	DBSALT000254	Prednisolone acetate		DrugBank	20210103	20210909
13469	DB15567		PCLX-001		DrugBank	20210103	20210909
13470	DB15568		MRTX849		DrugBank	20210103	20210909
13471	DB15569		AMG-510	Kras G12C inhibitor 9	DrugBank	20210103	20210909
13472	DB15570		FLX475		DrugBank	20210103	20210909
13473	DB15571		(12R)-12-hydroxyeicosapentaenoic acid		DrugBank	20210103	20210909
13474	DB15572		CTX001		DrugBank	20210103	20210909
13475	DB15573		alpha-Pinene	(±)-2-pinene | (±)-α-pinene | 2-pinene | Acintene A | alpha-Pinene | pin-2(3)-ene | α-pinene	DrugBank	20210103	20210909
13476	DB15574		beta-Pinene	2(10)-pinene | nopinene | pseudopinene | β-pinene	DrugBank	20210103	20210909
13477	DB15575		Padeliporfin	Padeliporfin	DrugBank	20210103	20210909
13478	DB15576		Ethyl salicylate	Ethyl 2-hydroxybenzoate | Ethyl o-hydroxybenzoate | Ethyl salicylate | Salicyclic acid, ethyl ester | Salicylic ether | Salicylic ethyl ester	DrugBank	20210103	20210909
13479	DB15578		Desfesoterodine	5-Hydroxymethyltolterodine | Desfesoterodine	DrugBank	20210103	20210909
13480	DB15579		Cryptotanshinone	Cryptotanshinon | Cryptotanshinone | Tanshinone C	DrugBank	20210103	20210909
13481	DB15580		Climbazole	Climbazol | Climbazole | Climbazolum	DrugBank	20210103	20210909
13482	DB15581		Chrysin	5,7-dihydroxyflavone | Galangin flavanone	DrugBank	20210103	20210909
13483	DB15582		Echinomycin	Quinomycin A	DrugBank	20210103	20210909
13484	DB15583		Fluazuron	Fluazuron | Fluazuronum	DrugBank	20210103	20210909
13485	DB15584		Luteolin	Digitoflavone | Flacitran | Luteoline | Luteolol | Salifazide	DrugBank	20210103	20210909
13486	DB15585		ORG-31710		DrugBank	20210103	20210909
13487	DB15586		Patulin	Clavacin | Clavatin | Claviformin | Expansine | Mycoin C3 | Patulin | Patuline	DrugBank	20210103	20210909
13488	DB15587		Antimony potassium tartrate	Potassium antimonyl D-tartrate | Potassium antimonyl tartrate | Tartar emetic | Tartarized antimony | Tartox | Tartrated antimony	DrugBank	20210103	20210909
13489	DB15588		Ursolic acid	Malol | Prunol | Urson	DrugBank	20210103	20210909
13490	DB15589		Zingerone	Gingerone | Vanillyl acetone | Vanillylacetone | Zingerone | Zingherone | Zingiberone	DrugBank	20210103	20210909
13491	DB15590		beta-Apopicropodophyllin	beta-Apopicropodophyllin | β-apopicropodophyllin	DrugBank	20210103	20210909
13492	DB15591		Atrial natriuretic peptide	ANP | Atrial natriuretic factor | Atrial natriuretic hormone | Atrial natriuretic peptide | Atrial natriuretic peptides | Atrial natriuretic polypeptide | Atriopeptin | Atriopeptins | Auriculin (peptide) | Cardiodilatin | Cardionatrine | Natriuretic peptides, atrial	DrugBank	20210103	20210909
13493	DB15592		Cucurbita pepo subsp. ovifera whole	Cucurbita pepo subsp. ovifera whole | Cucurbita pepo var. ovifera whole	DrugBank	20210103	20210909
13494	DB15593		Golodirsen	Golodirsen	DrugBank	20210103	20210909
13495	DB15594		Brilliant blue G	Acid Blue 90 | C.I. Acid Blue 90 | Coomassie Brilliant Blue G	DrugBank	20210103	20210909
13496	DB15595		Ebola Zaire vaccine (live, attenuated)	Ebola Zaire vaccine (live) | Ebola Zaire Vaccine (rVSV∆G-ZEBOV-GP, live) | Recombinant Vesicular Stomatitis Virus (rVSV) strain Indiana with a deletion of the VSV envelope glycoprotein (G) replaced with the Zaire Ebola Virus (ZEBOV) Kikwit 1995 strain surface glycoprotein (GP)	DrugBank	20210103	20210909
13497	DB15596		Aminopromazine	Aminopromazina | Aminopromazine | Aminopromazinum | Proquamezine	DrugBank	20210103	20210909
13498	DB15597		Aminopentamide	Aminopentamide | Dimevamida | Dimevamide | Dimevamidum	DrugBank	20210103	20210909
13499	DB15598		Ferric maltol	Ferric maltol | Iron (III) maltol	DrugBank	20210103	20210909
13500	DB15599		MIV-711		DrugBank	20210103	20210909
13501	DB15601		NNZ-2591		DrugBank	20210103	20210909
13502	DB15602		Cashew fruit	Anacardium curatellifolium fruit | Anacardium occidentale | Anacardium occidentale fruit | Anacardium occidentale fruit extract | Caju fruit | Cashew fruit | Maranon fruit	DrugBank	20210103	20210909
13503	DB15603		Coffea arabica seed, roasted	Arabian coffee roasted bean | Coffea arabica roasted bean | Coffea arabica roasted seed | Coffea arabica seed, roasted | Coffea corymbulosa roasted seed | Coffea laurifolia roasted seed | Coffea moka roasted seed | Coffea sundana roasted seed | Coffea tosta | Coffea vulgaris roasted seed	DrugBank	20210103	20210909
13504	DB15604		Lactuca sativa whole	Garden lettuce whole | Lactuca capitata whole | Lactuca crispa whole | Lactuca dregeana whole | Lactuca laciniata whole | Lactuca palmata whole | Lactuca sativa capitata whole | Lactuca sativa crispa whole | Lactuca sativa l. | Lactuca sativa longifolia whole | Lactuca sativa whole | Lettuce whole	DrugBank	20210103	20210909
13505	DB15605		Field mushroom	Agaricus campester | Agaricus campestris | Agaricus campestris basidiocarp | Agaricus campestris fruiting body | Agaricus campestris var. campestris fruiting body | Field mushroom | Fungus campestris fruiting body | Meadow mushroom | Pluteus campestris fruiting body | Pratella campestris fruiting body | Psalliota campestris fruiting body | Psalliota flocculosa fruiting body	DrugBank	20210103	20210909
13506	DB15606		White mustard seed	Bai jie seed | Bai jie zi | Bai jiezi (sinapis alba) | Brassica alba seed | Brassica alba seed extract | Brassica hirta seed | Huang jiezi (sinapis alba) | Jiezi (sinapis alba) | Mustard (yellow) | Mustard (yellow) extract | Mustard seed (sinapis alba) | Semen brassicae junceae (sinapis alba) | Semen sinapis albae (sinapis alba) | Sinapis alba | Sinapis alba extract | Sinapis alba seed | Sinapis albae semen | Sinapis semen (sinapis alba) | White mustard | White mustard extract | White mustard seed | White-mustard seed | Yellow mustard seed	DrugBank	20210103	20210909
13507	DB15607		Hydrolyzed soy protein	Hydrolyzed soy protein (enzymatic; 2000 mw) | Protein hydrolyzates, soya	DrugBank	20210103	20210909
13508	DB15608		Theobroma cacao whole	Cacao minar whole | Cacao minus whole | Cacao sativa whole | Cacao theobroma whole | Cacao whole | Theobroma cacao | Theobroma cacao l. | Theobroma cacao whole | Theobroma caribaea whole | Theobroma integerrima whole | Theobroma integerrimum whole | Theobroma kalagua whole | Theobroma kalaguum whole | Theobroma leiocarpum whole | Theobroma pentagonum whole | Theobroma saltzmanniana whole | Theobroma salzmannianum whole | Theobroma sapidum whole | Theobroma sativum whole | Theobroma sphaerocarpum whole	DrugBank	20210103	20210909
13509	DB15609		JPC-3210		DrugBank	20210103	20210909
13510	DB15610		(4-(trifluoromethoxy)phenyl)urea		DrugBank	20210103	20210909
13511	DB15611		Muskmelon	Cantalope melon extract | Cucumis melo (melon) fruit extract | Cucumis melo extract | Cucumis melo fruit | Extramel microgranules | Melon fruit extract | Muskmelon | Muskmelon extract | Oriental melon | Superoxide dismutase (vegetarian)	DrugBank	20210103	20210909
13512	DB15612		American hazelnut	American hazel nut | American hazelnut | American hazelnut nut | Corylus americana (hazelnut) seed extract | Corylus americana nut | Corylus americana nut extract | Corylus americana seed | Corylus calyculata nut | Corylus humilis nut | Corylus serotina nut | Corylus virginiana nut | Hazel seed extract	DrugBank	20210103	20210909
13513	DB15613		Musa acuminata fruit	Dwarf banana fruit | Musa acuminata fruit | Musa cavendishii fruit | Musa cavendishii fruit extract | Musa chinensis fruit | Musa corniculata fruit | Musa nana fruit | Musa nana fruit extract | Musa rumphiana fruit | Musa simiarum fruit | Musa sinensis fruit | Musa zebrina fruit	DrugBank	20210103	20210909
13514	DB15614		Previtamin D(3)	Precalciferol | Precholecalciferol | Previtamin D | Previtamin D(3) | Previtamin D3	DrugBank	20210103	20210909
13515	DB15615		Fennel	Fennel | Fennel, sweet | Florence fennel | Foeniculum vulgare top | Sweet fennel	DrugBank	20210103	20210909
13516	DB15616		REC-994		DrugBank	20210103	20210909
13517	DB15617		Ferric derisomaltose	Ferric derisomaltose	DrugBank	20210103	20210909
13518	DB15618		(5E,7E,9)-decatrien-2-one		DrugBank	20210103	20210909
13519	DB15619		(5Z,7E,9)-decatrien-2-one		DrugBank	20210103	20210909
13520	DB15620		Influenza B virus B/Washington/02/2019 antigen (formaldehyde inactivated)		DrugBank	20210103	20210909
13521	DB15621		Influenza A virus A/South Australia/34/2019 IVR-197 (H3N2) antigen (formaldehyde inactivated)		DrugBank	20210103	20210909
13522	DB15622		Triazavirin	Riamilovir | Triazavirin	DrugBank	20210103	20210909
13523	DB15623		TMC-310911		DrugBank	20210103	20210909
13524	DB15624		Halicin	2-amino-5-[(5-nitro-2-thiazolyl)thio]-1,3,4-thiadiazole	DrugBank	20210103	20210909
13525	DB15626		Spesolimab	Immunoglobulin G1, anti-(human interleukin 36 receptor) (humanized monoclonal BI 655130 gamma1-chain), disulfide with humanized monoclonal BI 655130 kappa-chain, dimer | Spesolimab	DrugBank	20210103	20210909
13526	DB15627		Dostarlimab	Dostarlimab | Immunoglobulin G4, anti-programmed cell death protein 1 (PDCD1) (humanized clone ABT1 gamma4-chain), disulfide with humanized clone ABT1 kappa-chain, dimer	DrugBank	20210103	20210909
13527	DB15628		Inolimomab	Immunoglobulin G1, anti-(human interleukin 2 receptor alpha-chain) (mouse monoclonal B-B10 gammal-chain), disulfide with mouse monoclonal B-B10 kappa-chain, dimer | Inolimomab	DrugBank	20210103	20210909
13528	DB15629		Garadacimab	Garadacimab | Immunoglobulin G4, anti-(human blood-coagulation factor viia) (human monoclonal CSL312 gamma4-chain), disulfide with human monoclonal CSL312 lambda-chain, dimer	DrugBank	20210103	20210909
13529	DB15630		Glumetinib	6-(1-methyl-1h-pyrazol-4-yl)-1-((6-(1-methyl-1h-pyrazol-4-yl)imidazo(1,2-a)pyridin-3-yl)sulfonyl)-1h-pyrazolo(4,3-b)pyridine	DrugBank	20210103	20210909
13530	DB15631		Edodekin alfa	Edodekin alfa | Human il-12 (recombinant) | Interleukin 12 (human) | Interleukin-12, human | Recombinant Human Interleukin-12 | Recombinant interleukin-12	DrugBank	20210103	20210909
13531	DB15632		Zalifrelimab	A human monoclonal antibody targeting cytotoxic T lymphocyte associated protein 4 (ctla4) | Immunoglobulin G1-kappa, anti-(homo sapiens CTLA4 (cytotoxic tlymphocyte-associated protein 4, cd152)) | Zalifrelimab	DrugBank	20210103	20210909
13532	DB15633		Pabinafusp alfa	Immunoglobulin G1-kappa, anti-(human transferrin receptor 1, tfr1) humanized monoclonal antibody, fused with human iduronate-2-sulfatase, glycoform alfa: | Pabinafusp alfa	DrugBank	20210103	20210909
13533	DB15634		Temelimab	Immunoglobulin G4, anti-(multiple sclerosis-associated retrovirus viral envelope protein) (human-mus musculus monoclonal gnbac1 heavy chain), disulfide with human-mus musculus monoclonal gnbac1 kappa-chain, dimer | Temelimab	DrugBank	20210103	20210909
13534	DB15635		Omburtamab	Omburtamab	DrugBank	20210103	20210909
13535	DB15636		Zilucoplan	Zilucoplan	DrugBank	20210103	20210909
13536	DB15637		Fluzoparib		DrugBank	20210103	20210909
13537	DB15638		Brensocatib	(S)-N-((S)-1-Cyano-2-(4-(3-methyl-2-oxo-2,3-dihydrobenzo-(d)oxazol-5-yl)phenyl)ethyl)-1,4-oxazepane-2-carboxamide	DrugBank	20210103	20210909
13538	DB15639		AMG-337		DrugBank	20210103	20210909
13539	DB15640		CDC-801		DrugBank	20210103	20210909
13540	DB15641		Droloxifene	Droloxifene | Droloxifeno | Droloxifenum	DrugBank	20210103	20210909
13541	DB15642		Molidustat	Molidustat	DrugBank	20210103	20210909
13542	DB15643		N-(2-Aminoethyl)-1-aziridineethanamine	N-(2-((2-Aminoethyl)amino)ethyl)aziridine | N-(2-aminoethyl)-1 aziridine-ethanamine	DrugBank	20210103	20210909
13543	DB15644		Ochromycinone	(+)-ochromycinone | (3s)-3.beta.-methyl-8-hydroxy-1,2,3,4,7,12-hexahydrobenzo(a)anthracene-1,7,12-trione | Benz(a)anthracene-1,7,12(2h)-trione, 3,4-dihydro-8-hydroxy-3-methyl-, (s)-	DrugBank	20210103	20210909
13544	DB15645		Dihydromyricetin	(+)-ampelopsin | (+)-dihydromyricetin | Ampelopsin | Ampeloptin | Telocapil	DrugBank	20210103	20210909
13545	DB15646		Fasitibant	1-piperazinepentanaminium, .delta.-amino-4-((4-(((2,4-dichloro-3-(((2,4-dimethyl-8-quinolinyl)oxy)methyl)phenyl)sulfonyl)amino)tetrahydro-2h-pyran-4-yl)carbonyl)-n,n,n-trimethyl-.epsilon.-oxo-, (.delta.s)- | Fasitibant cation | Fasitibant ion	DrugBank	20210103	20210909
13546	DB15647		Ketodarolutamide		DrugBank	20210103	20210909
13547	DB15648		Calcium oxide	Burnt lime | Calcium monoxide | Calx | Lime | Lime (calcium oxide) | Quick lime | Quicklime	DrugBank	20210103	20210909
13548	DB15649		Carbomer	Carbomer | Carbomer homopolymer, unspecified type | Carbomere | Carbomero | Carbomerum | Carbopol | Carboxypolymethylene	DrugBank	20210103	20210909
13549	DB15650		Efpeglenatide	Efpeglenatide | Langlenatide	DrugBank	20210103	20210909
13550	DB15651		Valomaciclovir stearate	Valomaciclovir stearate	DrugBank	20210103	20210909
13551	DB15652		Ravidasvir	Ravidasvir	DrugBank	20210103	20210909
13552	DB15653		Islatravir	4'-ethynyl-2-fluoro-2'-deoxyadenosine | Islatravir	DrugBank	20210103	20210909
13553	DB15654		Moderna COVID-19 Vaccine		DrugBank	20210103	20210909
13554	DB15655		Ad5-nCoV	Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector)	DrugBank	20210103	20210909
13555	DB15656		AZD1222	ChAdOx1 nCoV-19 | Coronavirus Disease (COVID-19) vaccine ChAdOx1 nCoV-19 | Covishield	DrugBank	20210103	20210909
13556	DB15657		Ala-geninthiocin		DrugBank	20210103	20210909
13557	DB15658		2-chloro-4,5-dimethylphenol	2-Chloro-4,5-dimethylphenol | 2-Chloro-4,5-xylenol | 3,4-Dimethyl-6-chlorophenol | 6-Chloro-3,4-xylenol | Banol phenol	DrugBank	20210103	20210909
13558	DB15659		alpha,alpha-Dibromo-D-camphor	(+)-3,3-Dibromocamphor | 3,3-dibromocamphor | alpha,alpha-Dibromocamphor	DrugBank	20210103	20210909
13559	DB15660		N4-Hydroxycytidine	4-N-Hydroxycytidine | beta-D-N-4-Hydroxycytidine | Beta-D-N4-hydroxycytidine | N(4)-Hydroxycytidine | NHC | Uridine, 4-oxime | β-D-N4-hydroxycytidine	DrugBank	20210103	20210909
13560	DB15661		EIDD-2801		DrugBank	20210103	20210909
13561	DB15662		Myristyl glyceryl ether	1-o-tetradecylglycerol | 3-Tetradecyloxy-1,2-propanediol | Glycerin 1-tetradecyl ether | Myristyl glyceryl ether	DrugBank	20210103	20210909
13562	DB15663		Grapefruit oil	Citrus paradisi oil | Coldpressed grapefruit oil | Grapefruit oil, expressed | Oil of grapefruit | Oils, grapefruit | Toronja	DrugBank	20210103	20210909
13563	DB15664		Vitamin K7	1-amino-2-methyl-4-naphthol | 1-hydroxy-3-methyl-4-aminonaphthalene | 2-methyl-4-hydroxy-1-naphthylamine | 3-methyl-4-amino-1-naphthol | 4-amino-3-methyl-1-naphthol | 4-Amino-3-methylnaphthol	DrugBank	20210103	20210909
13564	DB15665		SEP-363856		DrugBank	20210103	20210909
13565	DB15666		Iodopropynyl butylcarbamate	3-iodo-2-propyn-1-yl N-butylcarbamate | 3-iodo-2-propynyl butylcarbamate | 3-iodoprop-2-yn-1-yl butylcarbamate | 3-iodoprop-2-ynyl butylcarbamate | butyl-3-iodo-2-propynylcarbamate | Iodocarbe | Iodopropynyl butyl carbamate | IPBC	DrugBank	20210103	20210909
13566	DB15667		Bacillus amyloliquefaciens	Bacillus amyloliquefaciens | Bacillus amyloliquefaciens whole | Bacillus amyloliquifaciens whole | Bacillus velezensis whole	DrugBank	20210103	20210909
13567	DB15668		Silver oxide	Argentous oxide | Argentum oxydatum | Disilver oxide | Silver rust | Silver(I) oxide	DrugBank	20210103	20210909
13568	DB15669		Fezolinetant	Fezolinetant	DrugBank	20210103	20210909
13569	DB15670		Gusacitinib	Gusacitinib	DrugBank	20210103	20210909
13570	DB15671		Besifovir	Besifovir	DrugBank	20210103	20210909
13571	DB15672		Rilematovir	Rilematovir	DrugBank	20210103	20210909
13572	DB15673		Lenacapavir	Lenacapavir	DrugBank	20210103	20210909
13573	DB15674		Sisunatovir	Sisunatovir	DrugBank	20210103	20210909
13574	DB15675		Baloxavir	Baloxavir	DrugBank	20210103	20210909
13575	DB15676		Balstilimab	Balstilimab	DrugBank	20210103	20210909
13576	DB15677		Polyaminopropyl biguanide	PAPB	DrugBank	20210103	20210909
13577	DB15678		Calcium undecylenate	Calcium 10-undecenoate | Calcium diundec-10-enoate | Calcium undecylenate	DrugBank	20210103	20210909
13578	DB15679		Aluminum subacetate	Aluminum diaceate | Aluminum diacetate | Aluminum hydroxyacetate | Aluminum subacetate	DrugBank	20210103	20210909
